0,0,0,0,0.029729,-0.50491
0.533333,0.114023,-0.032303,-0.339719,0.445058,-0.853967
1.066667,0.311131,-0.160128,-0.687618,0.5,-0.537629
1.6,0.48124,-0.34267,-0.887065,0.5,-0.260159
2.133333,0.629074,-0.544188,-0.963269,0.5,-0.044655
2.666667,0.775522,-0.746793,-0.935742,0.5,0.154762
3.2,0.920235,-0.913985,-0.814219,0.38517,0.331331
3.733333,1.000746,-0.984364,-0.634686,0.043425,0.386803
4.266667,1.01,-0.99,-0.459411,0,0.314297
4.8,1.01,-0.99,-0.32551,0,0.221305
5.333333,1.01,-0.99,-0.232289,0,0.15158
5.866667,1.01,-0.99,-0.16904,0,0.101414
6.4,1.01,-0.99,-0.127603,0,0.064334
6.933333,1.01,-0.99,-0.102631,0,0.035554
7.466667,1.01,-0.99,-0.090902,0,0.011363
8,1.01,-0.99,0,0,0.352245
8,1.01,-0.99,0,0.177166,0.503773
8.533333,1.172857,-0.948881,0.33137,0.497086,0.821709
9.066667,1.384009,-0.81889,0.661435,0.5,0.498547
9.6,1.558256,-0.6433,0.853486,0.491279,0.26966
10.133333,1.693086,-0.467421,0.951003,0.395608,0.120408
10.666667,1.791042,-0.322922,0.988321,0.302732,0.028864
11.2,1.863191,-0.213179,0.989713,0.22261,-0.023296
11.733333,1.916231,-0.134428,0.971459,0.157185,-0.049719
12.266667,1.954245,-0.0808,0.944176,0.105765,-0.059416
12.8,1.980175,-0.046346,0.914672,0.066725,-0.0586
13.333333,1.996517,-0.025856,0.887131,0.038116,-0.051564
13.866667,2.005528,-0.015108,0.863952,0.017988,-0.04115
14.4,2.009235,-0.010854,0.846379,0.004584,-0.029142
14.933333,2.01,-0.01,0.834859,0,-0.016938
15.466667,2.01,-0.01,0.829254,0,-0.005482
16,2.01,-0.01,0.795398,0,-0.129942
16,2.01,-0.01,0.795398,0.5,0.067782
16.533333,2.180108,0.173176,0.835858,0.5,0.094057
17.066667,2.3443,0.361686,0.863425,0.5,0.016211
17.6,2.508189,0.550471,0.852099,0.5,-0.061517
18.133333,2.679453,0.732545,0.797926,0.5,-0.155171
18.666667,2.847095,0.883117,0.695979,0.401821,-0.25262
19.2,2.968065,0.967933,0.556801,0.189795,-0.304091
19.733333,3.01,0.99,0.412044,0,-0.274938
20.266667,3.01,0.99,0.292575,0,-0.202938
20.8,3.01,0.99,0.206706,0,-0.140541
21.333333,3.01,0.99,0.147508,0,-0.096248
21.866667,3.01,0.99,0.107346,0,-0.064401
22.4,3.01,0.99,0.081032,0,-0.040856
22.933333,3.01,0.99,0.065174,0,-0.022575
23.466667,3.01,0.99,0.057726,0,-0.007216
24,3.01,0.99,0.01,0,-0.18369
24,3.01,0.99,0.01,0.172063,-0.507396
24.533333,3.170545,0.950765,-0.324041,0.491378,-0.828768
25.066667,3.381094,0.822547,-0.65734,0.5,-0.504426
25.6,3.556008,0.647134,-0.851844,0.492707,-0.273592
26.133333,3.691455,0.470675,-0.950919,0.397537,-0.122708
26.666667,3.789871,0.325347,-0.989108,0.30458,-0.030045
27.2,3.862372,0.214817,-0.990905,0.224165,0.022856
27.733333,3.915697,0.135427,-0.972754,0.158389,0.049747
28.266667,3.953941,0.081332,-0.94539,0.106616,0.059709
28.8,3.980041,0.046574,-0.915709,0.067259,0.059013
29.333333,3.996489,0.025912,-0.88796,0.038383,0.051986
29.866667,4.005545,0.015094,-0.864586,0.018051,0.041506
30.4,4.009248,0.01084,-0.846863,0.004509,0.029387
30.933333,4.01,0.01,-0.835248,0,0.017073
31.466667,4.01,0.01,-0.829598,0,0.005526
32,4.01,0.01,-0.775398,0,0.211273
32,4.01,0.01,-0.775398,0.5,-0.082782
32.533333,4.182574,-0.170839,-0.82547,0.5,-0.117504
33.066667,4.347572,-0.358636,-0.862162,0.5,-0.029267
33.6,4.511075,-0.547756,-0.855798,0.5,0.054724
34.133333,4.681384,-0.730728,-0.803938,0.5,0.152717
34.666667,4.848403,-0.882617,-0.702317,0.403501,0.253766
35.2,4.96871,-0.968029,-0.562109,0.187336,0.307069
35.733333,5.01,-0.99,-0.415935,0,0.277627
36.266667,5.01,-0.99,-0.295317,0,0.204843
36.8,5.01,-0.99,-0.208644,0,0.141849
37.333333,5.01,-0.99,-0.148892,0,0.097158
37.866667,5.01,-0.99,-0.108352,0,0.065003
38.4,5.01,-0.99,-0.081793,0,0.041234
38.933333,5.01,-0.99,-0.065786,0,0.022793
39.466667,5.01,-0.99,-0.058266,0,0.007287
40,5.01,-0.99,0.01,0,0.265778
40,5.01,-0.99,0.01,0.5,0.484375
40.533333,5.252846,-0.935861,0.323691,0.5,0.770388
41.066667,5.467482,-0.80996,0.633576,0.5,0.469152
41.6,5.647517,-0.637181,0.830384,0.5,0.31808
42.133333,5.794114,-0.442801,0.972634,0.474826,0.250922
42.666667,5.893138,-0.271339,1.090081,0.317771,0.218865
43.2,5.945909,-0.151917,1.192553,0.204772,0.191025
43.733333,5.972059,-0.073837,1.280486,0.124735,0.160707
44.266667,5.983844,-0.026766,1.353136,0.069419,0.129892
44.8,5.98846,-0.001795,1.410747,0.032175,0.100549
45.333333,5.989806,0.008083,1.454348,0.007707,0.073856
45.866667,5.99,0.01,1.485537,0,0.050897
46.4,5.99,0.01,1.50638,0,0.032476
46.933333,5.99,0.01,1.518986,0,0.017948
47.466667,5.99,0.01,1.524906,0,0.005735
48,5.99,0.01,1.580796,0,0.217825
48,5.99,0.01,1.580796,0.5,0.484375
48.533333,5.935861,0.252846,1.894487,0.5,0.770388
49.066667,5.80996,0.467482,2.204372,0.5,0.469153
49.6,5.637181,0.647517,2.40118,0.5,0.318079
50.133333,5.4428,0.794115,2.54343,0.474829,0.250923
50.666667,5.271337,0.893139,2.660878,0.317772,0.218868
51.2,5.151916,0.94591,2.763351,0.204767,0.191025
51.733333,5.073837,0.972059,2.851284,0.124738,0.160706
52.266667,5.026765,0.983845,2.923934,0.069419,0.129893
52.8,5.001795,0.98846,2.981545,0.032173,0.100551
53.333333,4.991917,0.989806,3.025147,0.007708,0.073857
53.866667,4.99,0.99,3.056336,0,0.050898
54.4,4.99,0.99,3.077179,0,0.032476
54.933333,4.99,0.99,3.089785,0,0.017948
55.466667,4.99,0.99,3.095706,0,0.005736
56,4.99,0.99,3.131593,0,0.137812
56,4.99,0.99,3.131593,0.172066,0.507402
56.533333,4.829454,0.950764,3.465636,0.49138,0.828772
57.066667,4.618905,0.822546,3.798936,0.5,0.504427
57.6,4.443993,0.647134,3.993441,0.492696,0.273593
58.133333,4.308548,0.470676,4.092513,0.397543,0.122695
58.666667,4.210131,0.325348,4.130697,0.304578,0.030042
59.2,4.13763,0.214818,4.132492,0.224169,-0.022861
59.733333,4.084303,0.135428,4.114341,0.158388,-0.049744
60.266667,4.046058,0.081331,4.086978,0.106623,-0.059709
60.8,4.019958,0.046573,4.0573,0.067252,-0.059002
61.333333,4.00351,0.025911,4.029554,0.038387,-0.051984
61.866667,3.994452,0.015092,4.00618,0.018057,-0.04151
62.4,3.99075,0.010839,3.988454,0.0045,-0.029394
62.933333,3.99,0.01,3.976836,0,-0.01708
63.466667,3.99,0.01,3.971184,0,-0.005527
64,3.99,0.01,3.916991,0,-0.211246
64,3.99,0.01,3.916991,0.5,0.08278
64.533333,3.817426,-0.170839,3.967061,0.5,0.117502
65.066667,3.652428,-0.358636,4.003755,0.5,0.029271
65.6,3.488925,-0.547756,3.997392,0.5,-0.054722
66.133333,3.318616,-0.730728,3.945531,0.5,-0.152721
66.666667,3.151597,-0.882616,3.84391,0.4035,-0.253766
67.2,3.03129,-0.968029,3.703701,0.187336,-0.307067
67.733333,2.99,-0.99,3.557528,0,-0.277628
68.266667,2.99,-0.99,3.436909,0,-0.204846
68.8,2.99,-0.99,3.350235,0,-0.14185
69.333333,2.99,-0.99,3.290484,0,-0.097156
69.866667,2.99,-0.99,3.249944,0,-0.065005
70.4,2.99,-0.99,3.223384,0,-0.041235
70.933333,2.99,-0.99,3.207377,0,-0.022793
71.466667,2.99,-0.99,3.199858,0,-0.007283
72,2.99,-0.99,3.131593,0,-0.265777
72,2.99,-0.99,3.131593,0.183214,-0.499479
72.533333,2.825278,-0.947157,2.803261,0.5,-0.813848
73.066667,2.614075,-0.815822,2.476646,0.5,-0.492614
73.6,2.440293,-0.640046,2.287023,0.490455,-0.265876
74.133333,2.305843,-0.464627,2.190995,0.394032,-0.118236
74.666667,2.208204,-0.320883,2.154482,0.301092,-0.027818
75.2,2.13632,-0.211882,2.153423,0.221189,0.023581
75.733333,2.083509,-0.133733,2.171699,0.156097,0.049525
76.266667,2.04568,-0.080531,2.19882,0.105034,0.058959
76.8,2.019877,-0.046336,2.228071,0.066326,0.058044
77.333333,2.003596,-0.025962,2.255339,0.037998,0.051028
77.866667,1.994579,-0.015224,2.278276,0.01809,0.040719
78.4,1.990809,-0.010903,2.295672,0.004849,0.028867
78.933333,1.99,-0.01,2.30709,1e-06,0.016803
79.466667,1.99,-0.01,2.312651,0,0.005444
80,1.99,-0.01,2.346194,0,0.128729
80,1.99,-0.01,2.346194,0.5,-0.06778
80.533333,1.819892,0.173176,2.305735,0.5,-0.094057
81.066667,1.655699,0.361686,2.278168,0.5,-0.016211
81.6,1.491811,0.550471,2.289495,0.5,0.061519
82.133333,1.320547,0.732545,2.343666,0.5,0.155164
82.666667,1.152908,0.883114,2.44561,0.401803,0.252613
83.2,1.031939,0.967931,2.584785,0.189813,0.304089
83.733333,0.99,0.99,2.729543,0,0.274942
84.266667,0.99,0.99,2.849016,0,0.20295
84.8,0.99,0.99,2.934887,0,0.140534
85.333333,0.99,0.99,2.994085,0,0.096257
85.866667,0.99,0.99,3.034249,0,0.064399
86.4,0.99,0.99,3.060562,0,0.040852
86.933333,0.99,0.99,3.07642,0,0.02258
87.466667,0.99,0.99,3.083868,0,0.00721
88,0.99,0.99,3.131593,0,0.183689
88,0.99,0.99,3.131593,0.016308,0.499229
88.533333,0.884971,0.961226,3.469484,0.419834,0.852335
89.066667,0.692014,0.838522,3.81919,0.5,0.546492
89.6,0.5206,0.657233,4.02279,0.5,0.267906
90.133333,0.372006,0.456281,4.102112,0.5,0.049383
90.666667,0.225259,0.253892,4.076487,0.5,-0.151883
91.2,0.08033,0.086514,3.956041,0.386285,-0.329903
91.733333,-0.000546,0.015766,3.776917,0.044381,-0.386592
92.266667,-0.01,0.01,3.601615,0,-0.314615
92.8,-0.01,0.01,3.467557,0,-0.221615
93.333333,-0.01,0.01,3.374206,0,-0.151792
93.866667,-0.01,0.01,3.310869,0,-0.101556
94.4,-0.01,0.01,3.269374,0,-0.064424
94.933333,-0.01,0.01,3.244367,0,-0.035603
95.466667,-0.01,0.01,3.232621,0,-0.01138
96,-0.01,0.01,3.131593,0,-0.392734
